id,adaptibility,danceability,duration,energy,explicit,happening,instrumentalness,loudness,mode,naturality,positiveness,release_date,reputation,speechiness,tempo,time_signature,total_tracks
UDvXsDh3H4zX8m7X,10,29.9,694725.0,65.4,False,0.116,0.000436,-6.9079999999999995,6,0.393,0.515,2021-07-30,36,0.0465,189.533,3,10
HcAW3oaLxnMi7H4U,9,60.0,420511.0,60.699999999999996,False,0.0869,1.37e-05,-5.398,6,0.139,0.805,2021-08-09,31,0.0264,103.949,4,1
VHkc6CKC3/0tVSF3,5,51.1,439453.0,53.2,True,0.291,0.0,-6.49,6,0.177,0.35,2023-09-08,96,0.0578,138.005,4,12
QGVmdWmxJC0+5yVy,1,52.300000000000004,540031.0,,True,0.271,0.195,,5,0.000149,0.244,2023-09-08,28,0.106,100.033,4,1
3WE8bvdvik5Bj0pO,5,53.7,381951.0,68.60000000000001,False,0.0988,0.00709,-5.0440000000000005,6,0.0287,0.611,2020-04-03,63,0.0293,78.052,4,11
IELrd0/QgyiyIsJd,5,68.4,550217.0,60.6,False,0.058,0.0,-9.536,5,0.17,0.723,2007-01-01,68,0.0504,127.901,4,14
2aGlvh3S9P5Pz/Wc,10,53.900000000000006,355445.0,50.8,False,0.174,0.0,-7.1,6,0.727,0.227,2021-09-01,84,0.0288,101.358,3,1
4oxLe/RcLfsgW+C7,10,52.6,559509.0,94.69999999999999,True,0.244,0.0,-5.242000000000001,5,0.000322,0.255,2023-09-13,58,0.053,105.042,4,1
z3/CvVyap05eedrt,1,45.0,391337.0,15.4,False,0.16,4.37e-06,-23.97,6,0.938,0.243,1963-01-01,57,0.0373,110.666,4,12
nywzSPr5far4i3gT,2,65.4,408655.0,,False,0.0987,0.0,-6.710000000000001,6,0.177,0.653,2023-07-21,77,0.0846,146.928,4,1
R3pvz+/9YFEc3ENT,0,60.8,553977.0,59.4,False,0.13,0.000284,-13.588000000000001,6,0.0321,0.793,1992-09-08,38,0.0259,84.551,4,11
o3K6YGWKkd+tXwz9,2,51.300000000000004,476073.0,81.8,False,0.102,0.662,-5.144,6,0.52,0.733,2022-06-03,28,0.0346,78.011,4,1
CvbosF1orJ0hAQAh,11,78.3,348511.0,59.199999999999996,False,0.347,4.15e-06,-11.664000000000001,5,0.435,0.726,2023-02-24,89,0.0331,120.018,4,3
sfnUtrBTfBhsiu4D,1,82.19999999999999,420325.0,65.3,False,0.0433,0.000712,-5.99,6,0.21,0.687,2011-07-28,36,0.112,88.957,4,12
jIQfmXEah+b/Y99b,6,,618245.0,32.4,True,0.108,4.18e-06,-14.02,5,0.165,,2017-09-29,62,0.0769,117.863,4,11
9RQ0zJlIFZERAV90,5,66.2,446885.0,50.7,False,0.0465,0.0,-11.475999999999999,6,0.257,0.676,2004-03-23,81,0.118,86.412,4,21
PySnsbgIWAifyJWm,10,64.3,327745.0,78.3,False,0.083,0.0,-7.916,6,0.047,0.579,2017-08-11,76,0.0856,154.084,4,6
8747Y/ebL9x1RK3D,7,55.1,283017.0,86.0,False,0.0558,4.57e-06,-10.678,6,0.262,,1964-10-02,71,0.0796,136.921,4,26
8uUisCPDuLB1Ijeq,4,40.699999999999996,471765.0,40.6,False,0.184,0.0,,6,0.534,,1967,45,0.0314,182.426,3,13
L5BIYIc8VezQmU7+,8,31.1,422271.0,25.1,False,0.194,0.000232,-21.49,6,0.95,0.211,1958-05-06,43,0.0319,133.619,4,11
rCtRUCX01kPXxQJR,2,69.3,244137.0,49.7,False,0.258,0.0,-9.632,6,0.679,0.473,1977-10-28,72,0.119,81.308,4,16
BuhgH2vSSD9Ifa5Q,2,63.6,387711.0,89.1,False,0.34,7.21e-06,-8.32,6,0.00137,0.684,2023-08-04,55,0.0817,98.025,4,12
IRkECNChfPCu11dH,8,42.699999999999996,464297.0,,False,0.109,0.263,-21.088,6,0.745,0.0668,1991-09-26,73,,,4,13
R02HHRxe9/rAtCwk,9,,519897.0,37.6,False,0.0926,0.248,-18.826,5,0.0302,0.187,1969-09-26,80,0.0393,165.007,4,17
FUSXKiZ4RaTyvq+y,9,42.5,1133925.0,,False,0.294,0.663,-19.554,6,0.634,0.639,1994-05-10,38,0.0431,156.392,3,12
6nrQvNtgj9xwRK/H,0,55.900000000000006,435497.0,30.8,False,0.109,0.0,,6,0.505,0.414,1971-12-17,70,0.0376,113.633,4,11
vumj+rYwOaR75vx4,7,73.2,485387.0,,False,0.12,0.0,-3.128,6,0.306,0.221,2023-04-07,79,0.0415,106.004,4,13
fs9g6UZep45eVkdQ,11,84.5,571017.0,48.6,False,0.232,0.417,-20.556,5,0.00713,0.692,1980-10-08,36,0.111,118.459,4,8
5osw7yrpsN48ygUu,3,65.9,406751.0,68.30000000000001,False,0.133,4.93e-06,-6.246,6,0.513,0.397,2021-02-19,75,0.0312,139.931,4,12
aMBnxfXWrjXE+Ri/,5,49.8,291871.0,48.4,False,0.243,0.0,-12.48,5,0.481,0.691,2004-09-28,63,0.0315,152.498,4,24
BrWIQPGU1OH8O8Hd,7,26.200000000000003,492671.0,82.0,False,0.101,0.0914,-18.242,6,0.0103,0.254,1990-01-01,61,0.0428,155.197,4,11
MaL/NXAF2knP6E10,1,44.1,345345.0,97.0,False,0.312,1.68e-06,0.7999999999999998,5,0.192,0.5,1982-04-14,63,0.0708,128.289,4,12
QnRkIJT2GPqsDyZs,2,35.6,387311.0,87.2,False,0.0997,0.00975,-10.674,6,0.00417,0.607,2011-12-06,80,0.068,166.3,4,11
mFISmC+NwvZ5EOD3,6,,421549.0,53.6,False,0.114,0.0,-7.454000000000001,6,0.0951,0.377,2020-06-19,75,0.0429,75.998,4,13
1LScoW/8CtcYGVIm,2,49.8,368031.0,89.7,True,0.118,0.0,-4.814,6,0.00136,0.373,2023-04-14,88,0.045,169.902,4,1
9cK3ArlWHV1TP2yJ,0,69.3,378937.0,51.800000000000004,False,0.057,0.000782,-16.968,6,0.764,0.688,1970-02-01,42,0.0534,95.258,4,13
UVY3XpMSurkzQRaE,7,79.60000000000001,338137.0,41.5,True,0.0824,0.0,,5,0.735,0.212,2017-08-21,51,,125.971,4,1
QT3R72fa7wVxu8cR,10,69.3,518005.0,78.60000000000001,False,0.18,0.0,-6.128,5,0.103,0.9,2009-01-01,20,0.0652,115.659,4,10
ZeiQVy24y9MUlI0B,8,64.7,465817.0,47.8,False,0.156,2.69e-05,-12.674,6,0.547,0.333,2012-06-12,64,0.0782,135.877,4,18
bwgY7Q380bkY4RT4,3,43.1,348565.0,2.8400000000000003,False,0.224,8.59e-06,-30.345999999999997,6,0.977,0.109,2015-09-25,49,0.0377,141.494,4,14
nLqltMI+eRUZFGQD,9,70.39999999999999,387911.0,63.6,False,0.35,0.0,-7.058,6,0.0344,0.89,1996-01-01,82,0.0252,,4,11
L5lp9gUNlLkTeZue,0,23.200000000000003,1399711.0,32.1,False,0.65,0.11,-22.014,6,0.717,0.152,2004-09-06,31,0.0568,80.415,4,3
bYbZNlekrIpDQCbW,2,21.6,414645.0,96.89999999999999,False,0.107,0.608,-3.5980000000000008,6,3.36e-06,0.201,2011-09-23,35,0.145,,3,13
eObQQ/9MyPFfERIp,10,38.2,598137.0,96.3,False,0.227,0.00035,-1.2699999999999996,6,1.91e-05,0.303,2014-06-20,43,0.0749,139.957,4,11
TJCubZb0FuV9WwN5,4,41.3,807505.0,4.99,False,0.0775,0.858,-50.18,5,0.0662,0.0301,2022-05-27,35,0.031,139.976,4,8
fiVdpktm/xeB6Wum,10,11.1,457161.0,1.7399999999999998,False,0.0976,0.965,,6,0.984,0.0336,2017-06-09,37,0.0496,66.816,3,9
x+7SMdpjuBzdjwVf,6,49.0,369177.0,6.959999999999999,False,0.0635,0.972,-38.08,5,0.94,0.0403,2016-04-01,45,0.0354,120.093,4,8
rBXhKajHDpw/nT4J,5,15.299999999999999,749907.0,1.4500000000000002,False,0.0806,0.978,-52.78,6,0.995,0.0335,2017-09-13,43,0.0435,138.658,4,9
ieavlc0unNM41N3u,0,28.499999999999996,747951.0,0.426,False,0.0764,0.914,-56.222,6,0.991,0.0896,2020-03-20,37,0.0397,121.487,4,8
mtPoSeA2e+/pRW7G,7,6.3100000000000005,1203205.0,0.256,False,0.115,0.84,-83.812,6,0.977,0.0234,1989-01-01,37,0.0452,65.919,4,4
jDAPeivN+xDo5lEJ,2,28.599999999999998,417255.0,9.22,False,0.109,0.912,-47.362,6,0.957,0.0621,2020-12-10,44,0.0344,85.4,4,1
II50rbK6GdpeXWk/,0,21.4,464433.0,0.41200000000000003,False,0.108,0.977,-66.306,5,0.996,0.0314,2012-06-22,34,0.0453,70.594,4,15
FhKXRqC5R5NRu2er,2,24.9,720671.0,,False,0.11,0.966,-73.122,6,0.878,0.0366,1981,31,0.0602,69.508,5,57
J5nEGTgA7UpQ3p8w,8,45.300000000000004,776405.0,97.1,False,0.114,0.0492,,6,0.00012,0.0904,2017-03-31,43,0.14,118.067,4,11
hsOaAQvJzbf36GIk,7,13.900000000000002,631445.0,8.95,False,0.0638,0.856,-51.548,5,0.875,0.033,2015-09-04,31,0.043,142.191,4,7
KLiNqBXCES9pGH+x,5,19.6,416085.0,,False,0.289,0.0845,-45.986,5,0.528,0.0894,2001-11-20,47,0.0429,134.596,4,20
MQYjI8il79LpWPuu,5,25.1,461231.0,99.0,False,0.0447,0.59,-1.112,6,5.4e-06,0.266,2014-08-05,35,0.169,106.28,3,11
DZQewtRQM1yXMI6i,7,31.3,311445.0,96.8,True,0.104,0.0563,-2.724,6,3.18e-06,0.315,2011-09-23,30,0.0957,95.937,4,13
EXbOpxfN8exH9JWF,10,37.5,625205.0,92.2,False,0.163,0.0443,-7.246,6,5.09e-05,0.476,2017-09-22,39,0.047,94.048,4,4
9tFcavvBx4QLfrs2,7,21.9,502137.0,3.04,False,0.149,0.938,-65.4,5,0.909,0.114,1997-07-12,47,0.0375,,4,21
Pn73FT3LpQK4jIsI,10,53.300000000000004,450005.0,3.05,False,0.106,0.934,-66.836,5,0.993,0.245,2022-12-23,35,0.0372,97.653,4,1
yywUYMjRDbcgjPDr,5,7.48,623125.0,4.1000000000000005,False,0.089,0.948,-32.164,6,0.924,0.426,2000,40,0.0405,82.531,3,7
HKSsMywmwa0JLaI4,7,25.3,952857.0,93.4,False,0.0969,0.0979,-6.538,6,5.45e-05,0.259,2017-03-31,43,0.0636,125.052,4,11
SRcKlQDjx+STJeFz,7,25.6,510485.0,94.0,False,0.0532,0.849,-10.082,6,1.87e-06,0.445,2004-08-31,46,0.0693,132.474,3,10
v+CnVjBP6dP0p6tP,2,14.2,817897.0,24.5,False,0.112,0.919,,6,0.99,0.135,2011-04-11,41,0.0397,66.991,3,6
2rmd4kFiJN+iugod,3,14.7,515711.0,3.2399999999999998,False,0.114,0.978,-56.516,6,0.976,0.0397,2010-11-09,39,0.0418,137.658,5,9
GsXoU9Pr+uII4cfy,5,18.5,727771.0,,False,0.111,0.914,-25.238,6,0.857,0.0258,2016-05-13,30,0.0474,142.197,4,16
2G2GQOw25Jk7z+5Y,2,13.4,842931.0,5.29,False,0.112,0.878,-38.912,6,0.837,0.0821,2020-11-13,44,0.0426,176.965,4,7
IDi4wpXFyGXYjdwr,1,34.8,525571.0,93.7,False,0.269,0.000735,-8.624,6,6.9e-06,0.194,2020-07-31,28,0.114,160.006,4,1
O9RL1BZYTdW64qHp,1,10.9,1220431.0,0.822,False,0.129,0.885,-51.85,6,0.942,0.0321,2007-04-02,45,0.0529,75.629,3,18
jADXw8glcWDF6gt+,8,16.3,1026377.0,5.88,False,0.098,0.961,-35.532,6,0.935,0.145,2000,37,0.045,112.848,4,7
+2KPx1wOtbjMcFVx,0,23.200000000000003,672591.0,91.9,False,0.0908,0.401,-3.484,5,4.8e-06,0.17,2006-09-08,43,0.0457,139.535,4,12
ptHGjm9l/rfKOEiQ,8,14.299999999999999,656991.0,3.29,False,0.11,0.972,-54.674,5,0.988,0.0567,2012-03-04,39,0.0417,140.287,4,10
aIUQ7PZMIWMvYUEG,10,14.099999999999998,962537.0,14.899999999999999,False,0.0953,0.913,-51.418,6,0.963,0.0376,2002-10-01,27,0.0337,,3,5
b0Lp/HGhWevy2ztO,4,8.88,500011.0,58.4,False,0.19,0.941,-18.236,6,0.845,0.143,2010-05-24,30,0.0463,86.114,4,12
A0cDrou4+NinnrgR,9,48.5,346777.0,38.1,False,0.0857,0.292,-26.678,5,0.824,,2020-11-27,19,,120.02,4,15
2fwtQSTfhlXi/NbY,7,8.85,463817.0,17.5,False,0.111,0.934,-32.414,6,0.752,0.0766,2011-02-14,32,0.0316,70.198,4,12
A23R7NrQTMdGzdmQ,1,,384571.0,9.11,False,0.107,0.943,-51.42,6,0.866,0.0323,2022-10-14,43,0.0524,118.165,4,1
fO0iT/h8nFtgCsZi,0,32.9,745285.0,93.2,False,0.0898,0.0433,-1.904,6,2.91e-06,0.299,2014-06-20,44,0.0548,134.461,4,11
LZTIwdzk/hVfo0a9,2,41.6,519391.0,92.7,False,0.0782,0.00872,-1.5140000000000002,6,3.29e-05,0.339,2006-09-08,46,0.0844,125.758,4,12
UTftRlwK9baIgXXS,10,16.6,1006523.0,30.8,False,0.0761,0.947,-44.754,5,0.841,0.0758,2022-10-14,35,0.0511,80.365,5,10
DwEgsmI1cMBVDWF/,10,11.799999999999999,1236485.0,48.8,False,0.0905,0.867,-26.562,6,0.675,0.1,2000,37,0.0721,71.26,4,8
9SjFZsAlwfS0cw6x,0,18.9,1017231.0,6.01,False,0.0975,0.934,-48.38,6,0.969,,2008-11-17,30,0.0424,141.113,4,7
NnEWHQjrLGo1nGVN,5,11.5,1312057.0,0.15,False,0.0945,0.947,-70.058,6,0.981,0.0344,2001-10-01,37,0.0471,67.35,3,19
cCJ4M1wUluN4+A+q,1,18.099999999999998,575045.0,24.5,False,0.0681,0.899,,6,0.779,0.0366,2014-05-20,45,0.0389,109.007,4,8
a1TgV7dTNs6d7212,9,14.399999999999999,531311.0,94.69999999999999,False,0.0711,0.884,-1.5099999999999998,6,2.44e-06,0.275,2014-08-05,40,0.0697,156.15,3,11
GJtcyzHTYGMcwUpM,2,26.8,525817.0,,False,0.137,0.873,-8.556,6,3.5e-06,0.366,2004-08-31,47,0.0543,131.2,4,10
WG2FHfVs87VeFI2z,2,26.0,2083045.0,0.39699999999999996,False,0.102,0.913,-57.19,6,0.982,0.0368,1978,52,0.0406,82.862,4,4
tGD18E0dnq7xj061,0,7.82,758567.0,40.8,False,0.0882,0.953,-35.636,6,0.936,0.0382,2019-03-22,35,0.0661,,4,9
YUpX/WZuM2nYZdSt,0,40.8,1126859.0,5.37,False,0.0903,0.921,-51.85,5,0.906,0.168,2019-03-29,36,0.0298,72.916,1,16
TJVwdqN+Jc9PYdrt,5,12.5,492137.0,10.8,False,0.321,0.853,-29.628,5,0.47,0.0433,1992,33,0.0432,76.287,4,10
F8TWZKPUa8VlbFo7,0,15.6,371005.0,2.93,False,0.0993,0.802,-53.714,6,0.974,0.0373,2020-01-16,35,0.0448,74.452,4,4
x8yEGAQIau/NelCv,0,8.870000000000001,778271.0,1.15,False,0.111,0.913,-65.016,6,0.991,0.0889,1980,46,0.0388,69.478,4,10
gRxUFdBsnHqm1sit,2,35.8,606217.0,98.1,False,0.184,0.000674,-4.144,6,4.1e-05,0.262,2017-03-31,54,0.116,,4,11
kpELbEuq2b9PW754,1,7.920000000000001,938431.0,3.39,False,0.0903,0.836,-45.102,6,0.877,0.0231,2014-10-06,25,0.0481,174.378,4,11
NYYiPLFRZvWuFQYS,5,26.1,693151.0,93.8,False,0.301,0.0106,-5.25,5,9.92e-05,0.256,2009,54,0.086,132.47,3,7
ASnOK4MKAPjpZkaU,7,20.4,602591.0,33.1,False,0.148,0.955,-26.51,5,0.848,0.0503,2004-04-26,28,0.0385,86.632,3,12
Z4q082y1N0jozOin,7,14.299999999999999,498323.0,19.7,False,0.128,0.621,-46.836,5,0.798,0.0455,2016-10-26,32,0.0391,86.439,4,3
a+HPekeHLSkPlOq6,10,11.4,711051.0,8.61,False,0.119,0.968,-56.308,6,0.981,0.0972,2014-10-14,37,0.0486,80.983,4,9
DB7PrWHkZIiC/fDv,6,24.099999999999998,557391.0,25.4,False,0.0639,0.88,,6,0.994,,1999-07-21,44,0.0416,139.131,5,12
ljGBc/CJbghxohFh,10,19.8,450937.0,98.9,False,0.631,0.205,-4.470000000000001,6,5.55e-06,0.0908,2014-08-05,28,0.145,142.1,3,11
iZhkg+3uADrdI9Gh,9,18.0,1019065.0,0.0985,False,0.0789,0.922,-48.196,5,0.943,0.0381,2017-06-12,45,0.0474,72.28,3,8
IuhMN27EvxnTJ5kk,7,34.1,499071.0,95.39999999999999,False,0.0308,0.0234,-4.49,5,1.24e-05,0.23,2017-03-31,48,0.082,161.858,3,11
uGOG95WNNVlZKpU2,8,8.43,386565.0,5.89,False,0.0849,0.93,-47.268,6,0.972,0.0332,1975,42,0.0431,70.333,3,10
4LtoPkqhDrFPAE0h,8,17.299999999999997,649311.0,65.60000000000001,False,0.158,0.885,-11.008,5,0.549,0.0723,2006-10-16,42,0.0511,73.208,4,15
QAHoEuPkW8DP3F1E,0,31.2,708617.0,97.6,False,0.0945,0.861,-5.648,6,9.59e-06,0.0692,2009,42,0.093,122.755,4,7
Nj2E7thCSssT58/q,7,31.8,243017.0,98.7,False,0.348,0.788,-1.354,5,2.9e-06,,2014-08-05,35,0.0825,97.84,4,11
z3YrT4Ekj1ysIlvi,7,16.2,654965.0,96.2,False,0.349,0.131,-5.146000000000001,5,6.41e-06,0.343,2009,39,0.0709,101.505,4,7
Z3hRllEbTXXiOIZx,7,33.6,451285.0,96.1,False,0.107,0.507,,6,2.36e-06,,2017-03-31,45,0.117,163.153,4,11
NTasm2q1hoGFNlZf,0,20.7,369433.0,5.37,False,0.0991,0.953,-48.658,6,0.993,0.0325,2020-01-16,49,0.043,68.227,4,4
PwLMTTqMBi0ej15E,5,25.2,481017.0,5.16,False,0.102,0.928,-37.642,6,0.956,0.0299,2008-12-08,44,0.0313,79.857,5,8
ObDeeJCYkKR4Uthi,5,,182857.0,24.2,False,0.0984,0.915,-35.04,5,0.9,0.034,1975-01-01,37,0.0412,58.587,4,15
ZGhT81T75wx1ZYYX,9,18.9,609125.0,10.8,False,0.137,0.954,-40.832,5,0.899,0.0347,2005,34,0.0368,89.305,3,10
6JJPWexprNx3XgTy,0,22.6,1561257.0,95.39999999999999,False,0.0955,0.478,-3.846,5,3.1e-05,0.235,2009,40,0.127,118.861,4,7
E4JPMEQzX3/RAb1b,7,36.5,357897.0,97.1,True,0.178,0.0336,-2.226,6,1.59e-06,0.316,2014-06-20,48,0.129,146.12,4,11
67VZHSbf1oOoryEb,5,23.9,183417.0,1.38,False,0.13,0.916,-60.68600000000001,5,0.937,0.0357,1998-04-20,61,0.029,63.171,4,18
zWpvANUt3zMukp7y,6,29.799999999999997,272085.0,4.08,False,0.12,0.921,-55.642,6,0.989,0.0338,2005-05-16,34,0.0405,63.887,4,12
fUCVbJiL2if34QwR,11,14.7,440005.0,12.1,False,0.0882,0.968,-58.566,6,0.973,0.128,2017-12-14,35,0.0393,88.813,3,8
HeaKQdJX4/Go7dsw,9,10.8,510671.0,4.19,False,0.052,0.909,-47.882,5,0.971,0.0429,1994-03-07,56,0.0418,69.511,3,24
j4UXmLFuzG75xJ49,8,25.7,532405.0,9.06,False,0.0786,0.985,-45.762,6,0.932,0.0451,1983-07-01,60,0.07,67.46,3,12
r9PBWodT9/zEx3Lm,7,41.8,635445.0,75.1,False,0.0984,0.829,-4.526,5,2.03e-05,0.0912,2011-09-23,27,0.0318,118.01,4,13
LrRMrD9Bt2v+VMLG,0,8.14,451177.0,2.93,False,0.206,0.901,-45.842,6,0.982,0.0312,2007-11-20,42,0.0408,170.923,5,9
w6Q0CTbrUfMkHMAp,4,24.5,125519.0,,False,0.092,0.784,-55.608,6,0.994,0.039,2018-02-28,60,0.0422,69.895,4,8
ig2zVpBeJULOP/jU,0,6.59,820245.0,9.35,False,0.0646,0.922,-24.454,6,0.985,0.0354,2012-03-26,32,0.0433,72.988,3,13
CUc4lDP7ZCgjnDBL,10,14.099999999999998,875817.0,11.600000000000001,False,0.107,0.872,-52.436,5,0.848,0.125,2016-06-10,42,0.041,102.494,4,9
DZxiX2sLAmrAH13e,5,18.5,608325.0,17.0,False,0.0825,0.912,-29.572000000000003,6,0.994,0.0367,2011-02-11,33,0.039,87.839,4,9
sLV+hQszHWnIlBhd,2,18.099999999999998,461523.0,38.2,False,0.375,0.88,-22.458,6,0.882,0.0362,2011-11-08,40,0.0548,,4,10
wKf/TO7kXKwG3VXs,2,22.0,530271.0,,False,0.139,0.184,-0.5720000000000001,6,6.4e-06,0.391,2006-09-08,39,0.203,147.212,4,12
kUCbwYRkom13ezJZ,8,15.5,647715.0,,False,0.0973,0.89,-25.638,5,0.663,0.0635,2021-12-03,37,0.0362,82.034,4,9
BhTDsJKGoF4MKaym,7,26.700000000000003,1308591.0,,False,0.111,0.578,-5.664,5,0.00018,0.232,2009,41,0.062,118.826,4,7
059PDdsTQuWb72if,1,35.6,409737.0,98.7,False,0.278,0.231,-1.4619999999999997,6,3.96e-05,0.412,2006-09-08,43,0.0984,115.218,3,12
PWnplrUM5c2CBBRI,4,6.59,2002405.0,1.3,False,0.0704,0.847,-71.874,6,0.979,0.0343,1996-01-01,42,0.0436,71.635,1,10
pjyx1sRfsLbSQHsL,10,25.2,437765.0,97.7,False,0.0977,0.00166,-4.890000000000001,6,2.09e-05,0.163,2009,45,0.0919,139.052,4,7
6hCj6GxoPDm4RUSM,2,7.829999999999999,973685.0,20.599999999999998,False,0.179,0.838,-36.222,5,0.864,0.0807,2012,70,0.0337,80.341,5,6
dhlrRGV65r/XUuDu,7,29.7,751205.0,0.705,False,0.0877,0.929,-42.466,6,0.99,0.0863,2017-11-03,40,0.0444,66.198,4,9
foKzmAURLjS3WcuU,1,42.0,624005.0,25.900000000000002,False,0.103,0.908,-26.476,5,0.938,0.0525,2021-11-19,24,0.0462,,4,30
FjvwomX1ac7RnSVU,3,6.4399999999999995,536107.0,4.63,False,0.111,0.781,-54.418,6,0.987,0.0289,2006-01-30,42,0.044,74.571,4,11
PquRLBiuHbtwKYnq,4,,601017.0,97.3,False,0.0876,0.00975,-1.774,5,4.58e-05,0.138,2006-09-08,37,0.11,115.154,3,12
zsaUeM1Rypi+pQpi,9,6.18,3587525.0,4.2299999999999995,False,0.0581,0.927,-39.6,5,0.976,0.0318,1987,28,0.0497,71.839,3,2
R9i63Stu2Ub9ox0P,0,17.9,303755.0,24.9,False,0.0803,0.929,-34.836,6,0.82,0.0367,2019-05-31,43,0.0405,84.444,4,13
TQX2N14ieuptIFJZ,9,42.8,511257.0,95.7,False,0.0503,0.0213,-1.4020000000000001,6,6.53e-06,0.467,2014-06-20,51,0.0565,144.086,3,11
mM1OvKSGg9xzrrsW,10,52.400000000000006,755395.0,95.5,False,0.116,0.316,-6.135999999999999,6,0.000158,0.301,2021-10-20,26,0.0484,,3,1
zJmHKgs0oDak/1sG,7,6.569999999999999,896271.0,6.08,False,0.107,0.963,-52.338,5,0.972,0.0699,2017-12-21,37,0.0422,66.706,5,5
BHHSIW3iTjxy/akA,10,11.600000000000001,801257.0,7.449999999999999,False,0.113,0.842,-51.938,5,0.937,0.0323,2011-04-01,40,0.0357,74.837,4,6
XKgD3ntQ8BieA0Lx,8,46.800000000000004,365791.0,97.7,False,0.0543,0.0213,-3.396000000000001,6,4.99e-06,0.493,2017-03-31,56,0.0645,134.996,4,11
Sy913+CTVcZ8osyk,5,33.800000000000004,714671.0,9.25,False,0.116,0.918,-28.11,5,0.991,0.0395,2016-03-04,33,0.0438,79.336,4,5
Yfe8bbal3vDrWjkT,11,17.4,353497.0,99.5,False,0.306,0.748,-2.104,5,9.71e-06,0.04,2014-08-05,29,0.214,179.926,3,11
csynAGqtvpxlswJ7,7,14.000000000000002,796245.0,3.1,False,0.11,0.92,-51.014,6,0.948,0.0351,2005-10-31,40,,140.076,4,12
tAbxegkYfCTPunGp,10,37.9,379845.0,98.8,False,0.219,0.907,,5,3.84e-06,0.138,2011-09-23,26,0.138,79.985,4,13
cLaUZN3FJG8jy5T/,4,,661657.0,0.0020299999999999997,False,0.0817,0.131,-59.812,6,0.99,0.812,2002-10-01,31,0.0927,69.153,3,5
ykSSji93x551IYM9,4,24.2,421437.0,18.0,False,0.0986,0.937,-37.352,5,0.937,0.0307,2018-09-14,38,0.0457,68.985,4,7
5dHWAMF2vFCopQqY,1,9.98,419009.0,0.19,False,0.113,0.753,-68.004,6,0.972,0.178,2013,53,0.0434,85.205,4,8
xnjpV/BRHlPfcCE+,2,15.9,528005.0,0.773,False,0.104,0.897,-65.172,6,0.982,0.0366,2022-02-13,36,0.0456,73.65,3,12
nT8IABCsC/HaKlCO,5,23.1,740325.0,93.2,False,0.343,0.55,-7.698,6,5.07e-05,0.471,2017-09-22,32,0.0623,,4,4
l/1fTWWd0ljS0W9U,9,14.399999999999999,1124179.0,7.8100000000000005,False,0.0913,0.928,-39.84,6,0.989,0.0305,2014-06-10,31,0.0414,71.344,4,19
RXkfxRp0JKXo9gm6,3,16.8,846885.0,16.900000000000002,False,0.11,0.891,-36.598,5,0.928,0.0577,2009-03-19,38,0.0463,74.039,3,17
MMJlwqoPgUtNJzdq,3,25.900000000000002,843925.0,15.0,False,0.291,0.777,-40.076,5,0.769,0.0398,2000-01-01,36,0.0332,107.455,3,10
hkiMZ/QgyeYQyflk,2,21.7,851685.0,98.5,False,0.387,0.813,-2.846,6,6.95e-05,0.134,2014-08-05,26,0.195,135.224,4,11
T5AH8J4sxJBk/IHW,7,40.1,,71.3,False,0.295,0.279,-8.614,5,0.00833,0.155,2017-09-22,33,0.0314,,3,4
zrTnQ/pfGZaQkSna,6,12.9,895505.0,7.07,False,0.0976,0.943,-44.51,6,0.921,0.0283,2020-12-01,34,0.0422,74.767,4,7
9q7B4jqRYq2syT+N,8,10.9,781445.0,0.134,False,0.101,0.875,-47.294,6,0.993,0.169,2012-09-25,37,0.0518,70.906,3,19
8oikXEPePOEDaAq9,2,46.800000000000004,366031.0,98.2,False,0.177,0.752,-7.548,6,7.63e-06,0.261,2004-08-31,52,0.074,127.616,4,10
YX8YxoPv/K5ijd4c,2,30.8,581791.0,25.1,False,0.0707,0.924,-38.968,5,0.947,0.39,1996-12-02,37,0.0599,77.476,4,7
/7w/KquYhZgsYzGF,0,16.1,593605.0,0.079,False,0.107,0.893,-79.538,6,0.985,0.0368,2013-05-27,33,0.0551,67.539,4,11
rgnM31nxwjH6u4U/,2,13.600000000000001,811151.0,0.215,False,0.095,0.817,-62.245999999999995,5,0.925,0.0343,2014-11-17,42,0.0455,67.749,4,11
C5o40r+oU0xPxX41,0,17.1,481487.0,0.0020299999999999997,False,0.0763,0.97,-79.614,6,0.996,0.611,2019-11-22,28,0.14,64.436,5,9
nSIBDhhVx+dW4z/C,9,13.8,1314005.0,16.0,False,0.0866,0.92,-38.83,5,0.953,0.0377,2017-09-22,28,0.0344,71.043,4,8
qubGFy7NVN80i1SI,5,45.7,641019.0,97.89999999999999,False,0.123,0.119,-2.6719999999999997,6,9.8e-06,0.227,2021-10-01,41,0.0485,127.006,4,1
O0s/UlvM0dsVX3wy,7,27.1,496005.0,7.4399999999999995,False,0.0574,0.937,-47.91,5,0.968,0.0358,2021-09-03,50,0.0422,114.437,4,8
Y//dHHxVJCfMMBXK,11,45.9,440271.0,98.2,False,0.131,0.00131,-0.7140000000000004,5,0.000547,0.161,2011-09-23,40,0.134,112.04,4,13
S/uD4mM7L2X6u8YP,5,12.1,605973.0,0.22300000000000003,False,0.115,0.886,-49.666,6,0.962,0.0299,2023-04-17,33,0.0461,71.85,4,8
